sample_id,true_label,predicted_label,confidence,predictive_entropy,correct_prediction
0,9,9,0.999995,0.000061,True
1,2,2,0.900250,0.330899,True
2,5,5,1.000000,0.000000,True
3,0,0,0.917887,0.327886,True
4,5,5,0.992178,0.046470,True
5,1,1,0.999997,0.000039,True
6,3,3,0.982921,0.103314,True
7,5,5,0.992355,0.046219,True
8,0,0,0.991647,0.051627,True
9,1,1,0.999844,0.001557,True
10,1,1,0.998330,0.013025,True
11,4,4,0.987437,0.068643,True
12,4,4,0.999500,0.004762,True
13,0,0,0.955595,0.227224,True
14,9,9,0.998759,0.009565,True
15,2,3,0.514879,0.921356,False
16,6,2,0.588148,0.983564,False
17,2,2,0.995706,0.030828,True
18,1,1,0.999796,0.002090,True
19,7,7,0.804872,0.503159,True
20,7,7,0.999688,0.002843,True
21,8,8,0.999999,0.000011,True
22,0,0,0.850228,0.463725,True
23,0,0,0.999996,0.000060,True
24,2,2,0.986191,0.080389,True
25,9,9,0.999999,0.000012,True
26,7,7,1.000000,0.000005,True
27,5,5,1.000000,0.000001,True
28,7,7,0.999983,0.000217,True
29,1,1,0.999808,0.002080,True
30,7,7,0.999911,0.000980,True
31,7,7,0.999214,0.006634,True
32,8,8,1.000000,0.000000,True
33,6,6,0.891382,0.369157,True
34,6,6,0.961037,0.205680,True
35,6,6,0.633201,0.781686,True
36,1,1,0.999960,0.000469,True
37,7,7,0.999931,0.000730,True
38,4,4,0.983924,0.088549,True
39,2,2,0.706488,0.898047,True
40,0,0,0.999956,0.000529,True
41,4,4,0.879712,0.397880,True
42,4,4,0.912341,0.339060,True
43,7,7,0.522603,0.697088,True
44,6,6,0.917466,0.349402,True
45,4,4,0.999996,0.000062,True
46,7,7,0.999911,0.000931,True
47,1,1,0.999999,0.000019,True
48,5,5,1.000000,0.000000,True
49,5,5,0.996645,0.022582,True
50,7,7,0.927762,0.264170,True
51,6,0,0.524130,0.701142,False
52,9,9,0.999947,0.000580,True
53,7,7,0.999947,0.000600,True
54,6,0,0.687506,0.644148,False
55,6,6,0.910378,0.375141,True
56,9,9,0.998645,0.010381,True
57,0,0,0.685639,0.625326,True
58,8,8,1.000000,0.000000,True
59,2,2,0.990128,0.055597,True
60,6,6,0.696122,0.643331,True
61,5,5,1.000000,0.000000,True
62,9,9,0.975351,0.115697,True
63,2,2,0.704168,0.993638,True
64,0,0,0.998248,0.014085,True
65,5,5,0.999962,0.000471,True
66,2,2,0.979525,0.102114,True
67,2,2,0.990724,0.056238,True
68,6,6,0.770642,0.577031,True
69,9,9,0.999999,0.000019,True
70,8,8,1.000000,0.000000,True
71,1,1,1.000000,0.000000,True
72,5,5,0.999996,0.000048,True
73,7,7,0.999962,0.000425,True
74,1,1,0.999997,0.000039,True
75,9,9,0.739704,0.605550,True
76,1,1,1.000000,0.000000,True
77,9,9,0.992257,0.049003,True
78,5,5,1.000000,0.000000,True
79,0,0,0.998622,0.011295,True
80,8,8,0.954354,0.192527,True
81,4,4,0.999410,0.005388,True
82,6,6,0.989978,0.065534,True
83,3,3,0.836111,0.634395,True
84,1,1,1.000000,0.000000,True
85,5,5,0.999666,0.003020,True
86,6,6,0.965240,0.158293,True
87,9,9,0.999054,0.007682,True
88,7,7,0.999914,0.000904,True
89,0,0,0.971647,0.130337,True
90,7,7,0.993208,0.040770,True
91,5,5,0.999973,0.000315,True
92,9,9,0.999997,0.000045,True
93,6,6,0.741606,0.646233,True
94,1,1,1.000000,0.000000,True
95,2,2,0.916135,0.298643,True
96,3,3,0.990803,0.061915,True
97,6,6,0.939445,0.263735,True
