sample_id,true_label,predicted_label,confidence,predictive_entropy,correct_prediction
0,2,2,0.986020,0.077340,True
1,3,3,0.998720,0.010340,True
2,7,7,0.998309,0.012655,True
3,6,6,0.975857,0.133077,True
4,3,3,0.829457,0.551475,True
5,6,6,0.971060,0.149951,True
6,3,3,0.999461,0.005250,True
7,6,6,0.809161,0.612264,True
8,8,8,0.997833,0.016882,True
9,7,7,0.999708,0.002681,True
10,5,5,0.999999,0.000020,True
11,3,3,0.999993,0.000092,True
12,4,4,0.876512,0.504712,True
13,4,4,0.852070,0.467017,True
14,6,6,0.996350,0.026703,True
15,1,1,0.998688,0.010071,True
16,8,8,1.000000,0.000000,True
17,7,7,0.999998,0.000028,True
18,5,5,1.000000,0.000000,True
19,1,1,0.999962,0.000449,True
20,3,3,0.998886,0.009216,True
21,9,9,0.997069,0.020041,True
22,6,6,0.996721,0.022176,True
23,1,1,0.999913,0.000910,True
24,0,0,0.880207,0.404855,True
25,6,6,0.998967,0.008313,True
26,9,9,0.999976,0.000279,True
27,2,2,0.995318,0.033064,True
28,3,3,0.998898,0.009789,True
29,5,5,1.000000,0.000004,True
30,8,8,1.000000,0.000002,True
31,2,2,0.408424,1.730196,True
32,9,9,0.999536,0.004052,True
33,0,0,0.906370,0.355697,True
34,3,3,0.753567,0.775723,True
35,5,5,1.000000,0.000000,True
36,6,6,0.584180,0.801205,True
37,1,1,1.000000,0.000000,True
38,7,7,0.993757,0.042148,True
39,8,8,0.992297,0.045183,True
40,7,7,0.999976,0.000286,True
41,0,6,0.720209,0.701043,False
42,1,1,1.000000,0.000000,True
43,5,5,0.998119,0.014795,True
44,9,9,0.999585,0.003755,True
45,8,8,0.999998,0.000024,True
46,2,2,0.543364,0.972254,True
47,8,8,0.999758,0.002402,True
48,1,1,0.999832,0.001740,True
49,4,4,0.995348,0.029884,True
50,8,8,0.997908,0.017125,True
51,3,3,0.999548,0.004494,True
52,9,9,0.999193,0.006579,True
53,2,2,0.945831,0.257450,True
54,3,3,0.999975,0.000298,True
55,0,0,0.985833,0.084572,True
56,6,6,0.862933,0.580214,True
57,0,6,0.509654,0.694267,False
58,3,3,0.912695,0.330249,True
59,3,3,0.999874,0.001345,True
60,1,1,0.999996,0.000058,True
61,3,3,0.996446,0.027977,True
62,7,7,0.847623,0.427108,True
63,8,8,0.999993,0.000092,True
64,7,7,0.999985,0.000190,True
65,1,1,1.000000,0.000003,True
66,0,0,0.659815,0.818683,True
67,6,6,0.933265,0.296651,True
68,4,4,0.995321,0.033188,True
69,6,6,0.963253,0.200056,True
70,9,9,0.999752,0.002315,True
71,8,8,1.000000,0.000000,True
72,1,1,0.999998,0.000028,True
73,0,0,0.991084,0.052432,True
74,2,2,0.929501,0.284929,True
75,4,4,0.854907,0.572243,True
76,3,3,0.889702,0.472595,True
77,0,0,0.986442,0.073768,True
78,3,3,0.999587,0.004062,True
79,2,2,0.994461,0.038583,True
80,0,0,0.998433,0.012513,True
81,4,4,0.991803,0.057337,True
82,3,3,0.995704,0.032063,True
83,7,7,0.999477,0.004477,True
84,6,6,0.993195,0.046826,True
85,9,9,0.999993,0.000091,True
86,3,3,0.995036,0.033499,True
87,6,6,0.993847,0.041376,True
88,7,7,0.999951,0.000565,True
89,0,0,0.999971,0.000356,True
90,9,9,0.999994,0.000077,True
91,8,8,0.999998,0.000028,True
92,3,3,0.999441,0.004856,True
93,2,2,0.914033,0.338997,True
94,8,8,0.999164,0.007420,True
95,8,8,0.999994,0.000086,True
96,0,0,0.999441,0.004874,True
97,2,2,0.995269,0.030501,True
98,3,3,0.999985,0.000196,True
99,0,0,0.981817,0.090962,True
100,4,4,0.905123,0.314676,True
101,9,9,0.999113,0.007284,True
102,6,6,0.807283,0.544705,True
103,1,1,0.999979,0.000266,True
104,5,5,0.999981,0.000236,True
105,1,1,1.000000,0.000000,True
106,5,5,1.000000,0.000001,True
107,2,2,0.999425,0.005130,True
108,3,3,0.999823,0.001793,True
109,2,2,0.999309,0.006073,True
110,4,4,0.809848,0.496276,True
111,3,3,0.999039,0.007734,True
112,8,8,0.999998,0.000026,True
113,7,7,0.999938,0.000671,True
114,3,3,0.549782,0.887600,True
115,7,7,1.000000,0.000004,True
116,5,5,1.000000,0.000005,True
117,2,4,0.856175,0.441743,False
118,6,6,0.998487,0.012670,True
119,6,6,0.570596,0.689297,True
120,5,5,1.000000,0.000001,True
121,2,2,0.999083,0.007971,True
122,4,4,0.986682,0.071097,True
123,5,5,0.999998,0.000029,True
124,3,3,0.999473,0.004597,True
125,0,0,0.929821,0.255211,True
126,0,0,0.999474,0.004499,True
127,8,8,1.000000,0.000002,True
128,4,4,0.993335,0.045047,True
129,7,7,0.999895,0.001122,True
130,6,6,0.923896,0.344238,True
131,2,2,0.970552,0.154381,True
132,2,2,0.957752,0.193149,True
133,0,0,0.783906,0.568482,True
134,7,7,0.999929,0.000756,True
135,4,4,0.977178,0.114273,True
136,4,4,0.993111,0.041730,True
137,5,5,0.999996,0.000057,True
138,3,3,0.662551,0.790013,True
139,6,6,0.654453,0.644910,True
140,4,3,0.389031,1.152453,False
141,2,2,0.845822,0.523862,True
142,2,2,0.979262,0.109325,True
143,1,1,1.000000,0.000000,True
144,7,7,0.999991,0.000118,True
145,7,7,0.999996,0.000054,True
146,6,6,0.781131,0.664260,True
147,6,6,0.861968,0.477746,True
148,9,9,0.999131,0.007030,True
149,5,5,1.000000,0.000000,True
150,6,6,0.951969,0.212441,True
151,3,3,0.999994,0.000079,True
152,8,8,0.965211,0.188044,True
153,8,8,1.000000,0.000000,True
154,0,6,0.501878,0.693892,False
155,0,0,0.981179,0.096272,True
156,6,6,0.989628,0.059767,True
157,8,8,0.998931,0.009693,True
158,3,3,0.999944,0.000650,True
159,4,4,0.956188,0.216332,True
160,6,6,0.996378,0.024797,True
161,3,3,0.769707,0.622025,True
162,9,9,0.999999,0.000012,True
163,5,5,1.000000,0.000000,True
164,3,3,0.988330,0.064685,True
165,3,3,0.999912,0.000914,True
166,6,6,0.998001,0.016595,True
167,2,2,0.984063,0.087159,True
168,8,8,0.882180,0.441571,True
169,3,3,0.955136,0.190890,True
170,9,9,0.999992,0.000101,True
171,9,9,0.999937,0.000688,True
172,0,0,0.998156,0.013853,True
173,8,8,1.000000,0.000001,True
174,7,7,0.927755,0.259969,True
175,1,1,1.000000,0.000004,True
176,7,7,0.999994,0.000083,True
177,1,1,0.999999,0.000011,True
178,4,4,0.896773,0.357237,True
179,0,0,0.963680,0.188887,True
180,8,8,1.000000,0.000000,True
181,2,2,0.653509,0.701646,True
182,2,2,0.942704,0.254724,True
183,8,8,0.813217,0.547011,True
184,3,3,0.977780,0.132921,True
185,6,6,0.987643,0.079965,True
186,2,2,0.923080,0.282304,True
187,8,8,0.999997,0.000045,True
188,6,6,0.981912,0.091270,True
189,0,0,1.000000,0.000007,True
190,8,8,0.999996,0.000057,True
191,0,0,0.960910,0.188367,True
192,0,0,0.659102,0.712083,True
193,5,5,0.999997,0.000038,True
194,6,6,0.981567,0.092982,True
195,5,5,0.999989,0.000138,True
196,4,4,0.980595,0.101731,True
197,0,0,0.952797,0.190238,True
198,3,3,0.999527,0.004910,True
199,1,1,0.999870,0.001300,True
200,0,0,0.980912,0.110749,True
201,7,7,0.999653,0.003125,True
202,0,0,0.843695,0.435397,True
203,7,7,0.999999,0.000016,True
204,1,1,0.999977,0.000283,True
205,6,6,0.994927,0.035417,True
206,1,1,0.999998,0.000028,True
207,1,1,0.997290,0.019312,True
208,3,3,0.999644,0.003678,True
209,9,9,0.800343,0.528372,True
210,6,6,0.743658,0.728856,True
211,5,5,1.000000,0.000000,True
212,8,8,0.999999,0.000011,True
213,6,6,0.537720,0.882909,True
214,5,5,0.999976,0.000299,True
215,8,8,0.999898,0.001049,True
216,4,4,0.996492,0.023616,True
217,6,6,0.972638,0.127861,True
218,2,2,0.951125,0.196922,True
219,5,5,0.999964,0.000420,True
220,9,9,0.999999,0.000015,True
221,8,8,1.000000,0.000001,True
222,2,2,0.843562,0.489594,True
223,1,1,1.000000,0.000001,True
224,4,4,0.971808,0.151136,True
225,4,4,0.955620,0.223683,True
226,9,9,0.999977,0.000270,True
227,7,7,1.000000,0.000003,True
228,8,8,1.000000,0.000003,True
229,6,6,0.674750,0.650506,True
230,1,1,1.000000,0.000005,True
231,9,9,0.999899,0.001107,True
232,6,6,0.908158,0.311816,True
233,3,3,0.919924,0.362495,True
234,0,0,0.937593,0.243703,True
235,4,4,0.998410,0.013833,True
236,0,0,0.851568,0.508704,True
237,7,7,0.999998,0.000031,True
238,4,3,0.613153,0.807301,False
239,8,8,0.999996,0.000057,True
240,3,3,0.998847,0.008976,True
241,4,4,0.787233,0.643316,True
242,5,5,1.000000,0.000000,True
243,3,3,0.999974,0.000315,True
244,6,6,0.950051,0.241730,True
245,0,0,0.847041,0.488589,True
246,2,2,0.916344,0.334363,True
247,2,2,0.930224,0.257604,True
248,4,4,0.906479,0.379268,True
249,7,7,0.997663,0.017041,True
250,0,0,0.998352,0.013371,True
251,9,9,0.986973,0.070092,True
252,2,2,0.996556,0.025258,True
253,0,0,0.956289,0.180381,True
254,9,9,0.999967,0.000376,True
255,7,7,0.836329,0.458025,True
256,0,0,0.993453,0.040302,True
257,2,2,0.989832,0.060024,True
258,1,1,1.000000,0.000004,True
259,8,8,0.999940,0.000713,True
260,4,4,0.925831,0.314556,True
261,0,0,0.990894,0.052654,True
262,8,8,0.999416,0.005616,True
263,8,8,0.978056,0.106737,True
264,5,5,0.999993,0.000091,True
265,5,5,1.000000,0.000001,True
266,9,9,0.999911,0.000956,True
267,6,6,0.618487,0.717847,True
268,3,3,0.998755,0.010265,True
269,8,8,0.997388,0.020178,True
270,2,2,0.957835,0.192447,True
271,7,7,0.999994,0.000075,True
272,9,7,0.844645,0.433513,False
273,5,5,0.998908,0.008911,True
274,0,0,0.920739,0.395196,True
275,8,8,0.998844,0.009095,True
276,9,9,0.999602,0.003514,True
277,0,0,0.964862,0.153696,True
278,4,4,0.621526,0.850184,True
279,6,6,0.944565,0.218810,True
280,1,1,1.000000,0.000000,True
281,9,9,0.996467,0.023471,True
282,3,3,0.970548,0.162823,True
283,7,7,0.999989,0.000142,True
284,5,5,1.000000,0.000000,True
285,6,6,0.999121,0.007787,True
286,8,8,0.998847,0.010508,True
287,4,4,0.960323,0.176175,True
288,4,4,0.916846,0.371982,True
289,6,6,0.998680,0.010077,True
290,4,4,0.997726,0.017118,True
291,9,9,0.999962,0.000447,True
292,5,5,0.999994,0.000076,True
293,3,3,0.795486,0.763049,True
294,6,6,0.931840,0.249898,True
295,8,8,1.000000,0.000004,True
296,3,3,0.999981,0.000239,True
297,9,9,0.999561,0.003838,True
298,9,9,0.999999,0.000022,True
299,9,9,0.981632,0.092218,True
300,0,0,0.672643,0.674529,True
301,0,0,0.848994,0.427353,True
302,7,7,0.997320,0.018567,True
303,2,2,0.996853,0.023541,True
304,6,6,0.985949,0.076739,True
305,4,4,0.996814,0.021527,True
306,1,1,1.000000,0.000003,True
307,5,5,1.000000,0.000000,True
308,1,1,1.000000,0.000000,True
309,7,7,0.999996,0.000053,True
310,2,2,0.884847,0.400961,True
311,5,5,1.000000,0.000000,True
312,5,5,0.999884,0.001171,True
313,5,5,0.999999,0.000017,True
314,3,3,0.995394,0.029634,True
315,4,4,0.999982,0.000224,True
316,0,0,0.902615,0.380289,True
317,3,3,0.999964,0.000438,True
318,8,8,1.000000,0.000001,True
319,7,7,0.999987,0.000167,True
320,0,0,0.999260,0.006675,True
321,6,6,0.988959,0.068411,True
322,9,9,0.999628,0.003308,True
323,5,5,0.999994,0.000078,True
324,7,7,0.991825,0.051305,True
325,2,2,0.957397,0.191019,True
326,4,4,0.646394,1.063434,True
327,1,1,1.000000,0.000002,True
328,8,8,0.999920,0.000835,True
329,4,4,0.888613,0.419239,True
330,0,0,0.567201,0.882867,True
331,1,1,0.997459,0.021097,True
332,2,2,0.999874,0.001389,True
333,5,5,1.000000,0.000000,True
334,1,1,1.000000,0.000003,True
335,3,3,0.999806,0.001853,True
336,0,0,0.998973,0.008230,True
337,0,0,0.752395,0.564590,True
338,0,0,0.944839,0.213613,True
339,6,6,0.997634,0.017194,True
340,2,2,0.974687,0.126343,True
341,6,6,0.687638,0.747440,True
342,6,6,0.865223,0.455533,True
343,6,0,0.553824,0.690320,False
344,6,6,0.997101,0.021406,True
345,0,0,0.999154,0.006844,True
346,4,2,0.708806,0.612431,False
347,5,5,0.999999,0.000010,True
348,7,7,0.999999,0.000012,True
349,3,3,0.997875,0.015529,True
350,4,4,0.869053,0.410565,True
351,4,4,0.970550,0.145474,True
352,8,8,0.999906,0.001100,True
353,4,4,0.999598,0.003615,True
354,1,1,1.000000,0.000000,True
355,8,8,0.999997,0.000046,True
356,2,2,0.588160,0.892740,True
357,3,3,0.983326,0.102973,True
358,7,7,0.992091,0.051585,True
359,7,7,0.999984,0.000196,True
360,3,3,0.999788,0.002103,True
361,4,4,0.995568,0.030910,True
362,9,9,0.999780,0.002272,True
363,9,9,0.996530,0.023137,True
364,3,3,0.992633,0.051034,True
365,0,6,0.571576,0.716813,False
366,3,3,0.999781,0.002117,True
367,1,1,1.000000,0.000004,True
368,7,7,0.997661,0.016720,True
369,8,8,0.999985,0.000190,True
370,0,0,0.999118,0.007131,True
371,7,7,0.999987,0.000166,True
372,3,3,0.996906,0.023976,True
373,5,5,0.999059,0.008025,True
374,1,1,0.999954,0.000510,True
375,7,7,0.997398,0.018169,True
376,0,0,0.542434,0.693393,True
377,9,9,1.000000,0.000000,True
378,1,1,1.000000,0.000002,True
379,3,3,0.978205,0.122634,True
380,7,7,0.957100,0.185470,True
381,3,3,0.999408,0.005394,True
382,8,8,0.999999,0.000021,True
383,8,8,0.999998,0.000024,True
384,0,0,0.974204,0.121719,True
385,3,3,0.999346,0.005532,True
386,1,1,1.000000,0.000003,True
387,9,9,0.999574,0.003731,True
388,9,9,1.000000,0.000000,True
389,9,9,0.999783,0.002130,True
390,6,6,0.997492,0.018700,True
391,3,3,0.985476,0.084115,True
392,3,3,0.999310,0.006479,True
393,0,0,0.900134,0.435121,True
394,1,1,0.999998,0.000024,True
395,3,3,0.999998,0.000036,True
396,6,6,0.999873,0.001376,True
397,8,8,1.000000,0.000006,True
398,1,1,0.999907,0.000963,True
399,4,4,0.974433,0.150986,True
400,2,2,0.986306,0.080969,True
401,8,8,0.999824,0.001846,True
402,4,4,0.833936,0.552711,True
403,3,3,0.994536,0.039759,True
404,1,1,0.838207,0.449685,True
405,1,1,0.999995,0.000074,True
406,0,0,0.975538,0.117023,True
407,0,0,0.717722,0.597906,True
408,1,1,1.000000,0.000000,True
409,5,5,0.999996,0.000056,True
410,2,4,0.552045,0.885428,False
411,6,6,0.910206,0.313332,True
412,2,2,0.989937,0.059739,True
413,0,0,0.997978,0.015678,True
414,6,6,0.965197,0.185676,True
415,0,0,0.914050,0.397863,True
416,1,1,0.999995,0.000068,True
417,9,9,0.999997,0.000043,True
418,9,9,1.000000,0.000000,True
419,5,5,0.999970,0.000369,True
420,5,5,0.999999,0.000010,True
421,3,3,0.999385,0.005976,True
422,7,7,0.998403,0.012023,True
423,9,9,0.999986,0.000176,True
424,5,5,1.000000,0.000000,True
425,7,7,0.987821,0.066020,True
426,0,0,0.993714,0.038287,True
427,2,2,0.692263,0.773752,True
428,1,1,0.999968,0.000406,True
429,2,2,0.542680,1.136274,True
430,5,5,1.000000,0.000000,True
431,0,0,0.941843,0.224880,True
432,7,7,0.999678,0.002929,True
433,8,8,0.999992,0.000116,True
434,0,0,0.755823,0.632948,True
435,9,9,0.988386,0.063929,True
436,5,5,0.999996,0.000058,True
437,8,8,0.999999,0.000014,True
438,0,0,0.741077,0.824920,True
439,9,9,0.999994,0.000076,True
440,5,5,0.999269,0.006011,True
441,7,7,0.941013,0.265714,True
442,8,8,0.999966,0.000414,True
443,8,8,1.000000,0.000000,True
444,5,5,1.000000,0.000000,True
445,5,5,1.000000,0.000000,True
446,8,8,0.997028,0.022430,True
447,2,2,0.529208,0.740974,True
448,6,6,0.964230,0.182289,True
449,3,3,0.988726,0.068428,True
450,4,4,0.988545,0.062998,True
451,0,0,0.744090,0.605726,True
452,4,4,0.737726,0.692972,True
453,8,8,0.997618,0.019899,True
454,4,4,0.888790,0.367261,True
455,3,3,0.936921,0.304925,True
456,1,1,0.999999,0.000019,True
457,2,2,0.998494,0.012096,True
458,9,9,0.999363,0.005323,True
459,7,7,0.998669,0.010375,True
460,7,7,0.999976,0.000284,True
461,6,6,0.605990,0.822041,True
462,4,2,0.619046,0.681727,False
463,9,9,0.999983,0.000209,True
464,0,0,0.981085,0.101267,True
465,1,1,1.000000,0.000000,True
466,7,7,0.999997,0.000042,True
467,1,1,1.000000,0.000005,True
468,8,8,0.999995,0.000070,True
469,0,0,0.977884,0.112666,True
470,9,9,1.000000,0.000001,True
471,1,1,0.999999,0.000012,True
472,7,7,0.999999,0.000020,True
473,7,7,0.999978,0.000256,True
474,8,8,0.998717,0.010650,True
475,6,6,0.883623,0.441103,True
476,7,7,0.969928,0.149186,True
477,3,3,0.968427,0.163348,True
478,9,9,0.999965,0.000415,True
479,3,3,0.999056,0.007747,True
480,5,5,0.999999,0.000014,True
481,4,4,0.923721,0.338829,True
482,4,4,0.999415,0.005461,True
483,0,0,0.861985,0.459503,True
484,9,9,0.995358,0.029871,True
485,9,9,0.999988,0.000154,True
486,3,3,0.999241,0.006563,True
487,9,9,0.999988,0.000147,True
488,9,9,1.000000,0.000002,True
489,7,7,0.998266,0.012782,True
490,0,0,0.999948,0.000595,True
491,7,7,0.997208,0.019732,True
492,5,5,0.999751,0.002380,True
493,2,2,0.993698,0.046222,True
494,2,2,0.938015,0.233604,True
495,0,0,0.841615,0.549800,True
496,1,1,0.999999,0.000009,True
497,2,2,0.982850,0.096249,True
498,2,2,0.743732,0.570482,True
499,1,1,1.000000,0.000004,True
500,0,0,0.999583,0.003860,True
501,8,8,0.999840,0.001599,True
502,7,7,0.999795,0.001951,True
503,6,6,0.973149,0.132814,True
504,9,9,0.988621,0.062301,True
505,2,2,0.979018,0.122651,True
506,7,7,0.999994,0.000084,True
507,2,2,0.834774,0.488914,True
508,8,8,0.888295,0.448419,True
509,0,0,0.998467,0.013310,True
510,5,5,0.999845,0.001518,True
511,4,4,0.953238,0.205278,True
512,0,0,0.726742,0.790352,True
513,0,0,0.708271,0.797394,True
514,8,8,0.999202,0.006659,True
515,3,3,0.999786,0.002186,True
516,3,3,0.999873,0.001363,True
517,2,2,0.992665,0.048899,True
518,0,0,0.999842,0.001547,True
519,8,8,1.000000,0.000000,True
520,4,4,0.729855,0.596320,True
521,6,6,0.999773,0.002268,True
522,2,2,0.993355,0.046721,True
523,1,1,0.998015,0.017152,True
524,0,0,0.993263,0.042056,True
525,1,1,0.999994,0.000081,True
526,0,0,0.999504,0.004316,True
527,2,2,0.768309,0.744659,True
528,1,1,0.999952,0.000538,True
529,3,3,1.000000,0.000000,True
530,2,2,0.981287,0.100704,True
531,7,7,0.999611,0.003746,True
532,5,5,1.000000,0.000000,True
533,0,0,0.999173,0.006920,True
534,2,2,0.453750,0.980855,True
535,2,2,0.445976,1.364272,True
536,5,5,0.999984,0.000207,True
537,1,1,1.000000,0.000006,True
538,6,6,0.892899,0.351984,True
539,7,7,0.999999,0.000013,True
540,1,1,1.000000,0.000004,True
541,3,3,0.998080,0.015458,True
542,1,1,0.999845,0.001519,True
543,1,1,1.000000,0.000003,True
544,5,5,0.997757,0.016700,True
545,1,1,0.999975,0.000294,True
546,7,7,0.999987,0.000155,True
547,0,0,0.839098,0.442878,True
548,6,6,0.884713,0.424446,True
549,4,4,0.991194,0.053815,True
550,3,3,0.999974,0.000324,True
551,5,5,1.000000,0.000002,True
552,2,2,0.975632,0.131145,True
553,8,8,0.999830,0.001863,True
554,1,1,1.000000,0.000000,True
555,1,1,0.999998,0.000029,True
556,4,4,0.905114,0.360817,True
557,0,0,0.999706,0.002869,True
558,3,3,0.986504,0.090420,True
559,8,8,0.999659,0.003095,True
560,4,2,0.541692,0.959610,False
561,7,7,0.943626,0.217164,True
562,4,4,0.996032,0.027437,True
563,2,2,0.842729,0.441954,True
564,6,6,0.976108,0.140268,True
565,0,0,1.000000,0.000006,True
566,0,0,0.999146,0.007118,True
567,6,6,0.999918,0.000912,True
568,7,7,0.991482,0.049322,True
569,1,1,0.999741,0.002690,True
570,6,6,0.981443,0.100485,True
571,5,5,1.000000,0.000000,True
572,3,3,0.997460,0.019430,True
573,2,3,0.992819,0.049943,False
574,3,3,0.997136,0.022267,True
575,9,7,0.507076,0.711753,False
576,4,4,0.958018,0.202519,True
577,5,5,0.999274,0.005974,True
578,4,4,0.999124,0.007659,True
579,0,0,0.990826,0.052643,True
580,7,7,0.969957,0.152523,True
581,7,7,0.999379,0.005661,True
582,7,7,0.999988,0.000147,True
583,8,8,0.999924,0.000835,True
584,8,8,1.000000,0.000001,True
585,0,0,0.528450,0.863822,True
586,6,6,0.933098,0.291152,True
587,0,0,0.995746,0.032383,True
588,8,8,0.999969,0.000362,True
589,5,5,0.999999,0.000009,True
590,0,0,0.999367,0.005712,True
591,9,9,0.999996,0.000057,True
592,0,0,0.985343,0.076451,True
593,6,6,0.773180,0.631878,True
594,6,6,0.963462,0.182117,True
595,8,8,1.000000,0.000003,True
596,0,0,0.986942,0.073963,True
597,0,0,0.996378,0.025587,True
598,2,2,0.991799,0.054397,True
599,9,9,0.999974,0.000322,True
600,0,0,0.999619,0.003548,True
601,1,1,0.999997,0.000037,True
602,0,0,0.999976,0.000294,True
603,2,2,0.959897,0.187038,True
604,9,9,0.999999,0.000014,True
605,0,0,0.994438,0.038667,True
606,6,6,0.942520,0.225677,True
607,4,4,0.988111,0.066933,True
608,1,1,0.998831,0.010003,True
609,5,5,0.996267,0.027562,True
610,1,1,1.000000,0.000003,True
611,2,2,0.904314,0.386672,True
612,0,0,0.797796,0.534846,True
613,6,6,0.910595,0.301574,True
614,8,8,0.999998,0.000028,True
615,1,1,1.000000,0.000004,True
616,5,5,1.000000,0.000000,True
617,1,1,0.999783,0.002050,True
618,1,1,0.981635,0.124800,True
619,2,2,0.990046,0.062211,True
620,5,5,0.988727,0.062257,True
621,3,3,0.996592,0.025755,True
622,3,3,0.999542,0.004469,True
623,7,7,0.989425,0.059383,True
624,3,3,0.999804,0.001938,True
625,7,7,0.993982,0.041229,True
626,7,7,0.999972,0.000336,True
627,0,0,0.854045,0.415958,True
628,6,6,0.955383,0.186169,True
629,8,8,0.999831,0.001888,True
630,3,3,0.999170,0.006762,True
631,0,0,0.995729,0.030328,True
632,8,8,0.999951,0.000546,True
633,0,0,0.899315,0.328090,True
634,6,6,0.998785,0.010061,True
635,8,8,1.000000,0.000000,True
636,8,8,0.999998,0.000023,True
637,8,8,1.000000,0.000000,True
638,7,7,0.999998,0.000024,True
639,7,7,0.995826,0.027378,True
640,8,8,1.000000,0.000002,True
641,8,8,1.000000,0.000002,True
642,7,7,0.766712,0.543488,True
643,2,2,0.999914,0.000961,True
644,8,8,0.999990,0.000134,True
645,8,8,0.999990,0.000133,True
646,2,2,0.853030,0.442791,True
647,9,9,0.999894,0.001115,True
648,5,5,1.000000,0.000000,True
649,2,2,0.974359,0.129377,True
650,0,0,0.548974,0.715302,True
651,3,3,0.999996,0.000062,True
652,9,9,0.992896,0.042573,True
653,2,2,0.868343,0.486884,True
654,6,6,0.973629,0.127736,True
655,0,0,0.993912,0.037130,True
656,3,3,0.996413,0.024774,True
657,6,6,0.598651,0.710194,True
658,9,9,1.000000,0.000001,True
659,0,0,0.999991,0.000119,True
660,7,7,0.973072,0.123928,True
661,5,5,0.997978,0.015195,True
662,1,1,0.999902,0.001004,True
663,2,2,0.998688,0.010749,True
664,3,3,0.999946,0.000635,True
665,3,3,0.993732,0.042508,True
666,6,6,0.828398,0.503761,True
667,9,9,0.999979,0.000246,True
668,8,8,0.999993,0.000100,True
669,6,6,0.924218,0.303602,True
670,0,0,0.999128,0.007058,True
671,2,2,0.987107,0.077936,True
672,6,6,0.816326,0.617273,True
673,3,3,0.999814,0.001958,True
674,5,5,0.999934,0.000701,True
675,4,4,0.913291,0.406134,True
676,5,5,0.999999,0.000020,True
677,9,9,0.984111,0.093741,True
678,7,7,0.999997,0.000039,True
679,4,4,0.954289,0.221862,True
680,3,3,0.999770,0.002190,True
681,9,9,0.999961,0.000441,True
682,8,8,0.999051,0.008663,True
683,9,9,0.994259,0.035394,True
684,4,4,0.982862,0.093905,True
685,5,5,0.916274,0.311801,True
686,9,9,0.999990,0.000127,True
687,1,1,0.999889,0.001186,True
688,8,8,1.000000,0.000007,True
689,0,0,0.999878,0.001249,True
690,9,9,0.997044,0.020902,True
691,4,4,0.680157,0.926964,True
692,6,6,0.981712,0.096717,True
693,9,9,0.960901,0.165085,True
694,8,8,0.990035,0.058844,True
695,4,4,0.945663,0.215479,True
696,6,6,0.750493,0.700925,True
697,1,1,0.999997,0.000038,True
698,9,9,1.000000,0.000004,True
699,9,9,0.999635,0.003401,True
700,1,1,1.000000,0.000000,True
701,2,2,0.991635,0.056062,True
702,0,0,0.911503,0.394826,True
703,7,7,0.960056,0.169821,True
704,0,0,0.925435,0.275818,True
705,5,5,0.999999,0.000008,True
706,4,4,0.998682,0.010142,True
707,9,9,0.999999,0.000009,True
708,4,4,0.997074,0.020937,True
709,4,4,0.682719,0.669175,True
710,7,7,0.999977,0.000290,True
711,3,3,0.984567,0.093346,True
712,7,7,0.984343,0.089967,True
713,5,5,0.999985,0.000198,True
714,4,4,0.812598,0.690788,True
